,00095,00400,00405,00600,00605,00618,00660,00665,00681,00915,00925,00930,00935,00940,00945,00950,00955,70303,71846,80154
ksone,0.24835629240574064,0.16282132921545123,0.26891717713431307,0.2570249615113406,0.2602131030378405,0.27975215775202317,0.28551616077800934,0.2702693884701224,0.22113415907500536,0.25143558547623845,0.2933805194253742,0.3376277981257406,0.28024955865740697,0.29048865837134374,0.30983036483785076,0.2052499845273017,0.1501544053505115,0.2511615296367735,0.29519100631806916,0.4813633233241584
kstwobign,1.0,0.051220817866630186,0.19314322223515845,0.195843131382495,0.18566790669304434,0.22516708693330686,0.24598559328662264,0.20927450646491766,0.15555646530854106,0.24979834244310894,0.2812113532424189,0.29351558482532436,0.24086041586134913,0.2734691821507381,0.299140566422729,0.15698753512541622,0.11482517576963536,0.22657214936591472,0.19435906663270594,0.23209664056835277
norm,0.11570377094474427,0.028163548809057637,0.0843996927641486,0.09322139147830605,0.0792828934548685,0.11836057597839833,0.15056169755017912,0.10421932481364973,0.052656392867685586,0.16746656398187898,0.19916455014773538,0.22030083754361995,0.14468926336999996,0.19177149132367843,0.23264768699226346,0.055500408466714196,0.04323301951706571,0.13623662833219885,0.12521062234929348,0.26148435673388404
alpha,0.36769074896987597,0.013536791669954695,0.10762001779668379,0.1061659537501774,0.0908880217554377,0.1334260273808797,0.15315919992466173,0.11751943682157248,0.06690480029029389,0.8210287331929369,0.7654162312310437,0.4987659765553359,0.1570086381683692,0.21626517853379895,0.9345424237951665,0.06918052721347903,0.05523615746070354,0.1448148447120636,0.11165829081718376,0.9811491660750846
anglit,0.1956238357181327,0.08900847721943506,0.24461859749182283,0.218388460369451,0.21669406610693465,0.23280086440175282,0.2378652326908471,0.22599754810403613,0.16183101385252704,0.21923841978267256,0.26486256590008983,0.323608924059706,0.24444950483196592,0.2615449435033611,0.28119642974985026,1.0,0.08514665297549517,0.20061534068129183,1.0,0.48241917116625505
arcsine,0.2974530584625952,0.23002868819168198,0.31324469171990343,0.2999170985859897,0.30203128089114806,0.3192124089358842,0.3258334445834786,0.31091748150078535,0.2708658713674392,0.29382348648884915,0.3224640428612374,0.36083312481162766,0.3138271920999326,0.32128011732314576,0.3429571360736101,0.263253744994728,0.2277589019101327,0.29850469595963447,0.3266582293596698,0.4447546488207715
beta,0.11294565427220526,0.020642282199179296,0.08310874249729278,0.07893906187248906,0.0671639469635717,0.12101396649381557,0.14783143957366374,0.09967267168912111,0.037104017543471146,0.16630709339812627,0.19901589695036925,0.22562991509453284,0.14180454168039244,0.18842909814685582,0.22782773602137207,0.04952614033079758,0.04487725885011795,0.1375853272827475,0.11329052957247965,0.22254930503204684
betaprime,0.5105774843460742,0.012962870799948067,0.30015286048281087,0.0937737807799146,0.08030324973668984,0.13075852571460803,0.15995931649199305,0.1697188149189239,0.05650847025107725,0.16801542318571155,0.19962544604787003,0.25722077906540564,0.15952689063104555,0.21298343307341855,0.22637823234949117,0.08461917762796575,0.06137869771634219,0.15051484110875304,0.11206135301358033,0.2061681378396255
bradford,0.32932018929623297,0.1611933591845969,0.3643870763429633,0.25951117282852465,0.26079781708724425,0.2797848452358242,0.28920356403539094,0.3655404975501546,0.23825511960305876,0.25028623808906364,0.38918143551371315,0.3375272775895557,0.37283402147470873,0.2925874694902332,0.4023962940517713,0.20359973058527903,0.22563840594072673,0.3417437284930226,0.3214159139068473,0.3454201332505086
burr,0.3343541857884085,0.03618428525521139,0.0561900676259372,0.1550084100212485,0.15455124006224558,0.17850099686496637,0.11603731127882508,0.19709280244402808,0.013319569996195157,0.2163048745434022,0.24342393494301445,0.21684280801075115,0.124568269053482,0.21779071117905832,0.2587357306949941,0.1193367545878671,0.29339706426958745,0.11778376988895173,0.08300817437723212,0.2097010322605226
burr12,0.5332252688897413,0.00980934148308088,0.05255151923542778,0.0607376000460646,0.04531953840876207,0.08403560830345091,0.11179094330015316,0.07791943727369394,0.03469035433476103,0.14696281926542398,0.19094502034493746,0.5302590262928589,0.16275920031457888,0.5248186909615309,0.5372625995464384,0.032123886991523826,0.04362893767459275,0.14908123773819806,0.07390299774126019,0.5007450132817166
fisk,0.08604013249700088,0.021942519826905094,0.05372274362794732,0.05674650420211802,0.044503245490958354,0.08323290422387364,0.22533554703370348,0.07457681272162842,0.04283734827619953,0.14702711580576466,0.17775629127610226,0.20885398475063174,0.1211342744605104,0.16366689918532032,0.2745723360902375,0.027450292508669483,0.4750991660357401,0.11343739847836815,0.0809017768237596,0.768017489971233
cauchy,0.03180866319787817,0.09513050974780138,0.04286280488929517,0.04839542972065314,0.05442731154900171,0.03166891683657358,0.04086443044316712,0.04038668219668795,0.06854998911428989,0.06923554721775266,0.08380290689610559,0.1186418808671969,0.05897532178527609,0.10533652579766101,0.07773229622564337,0.06521470523739237,0.06897661284181567,0.04362217931952128,0.03530976412994119,0.06905623924112336
chi,0.11420689987366384,0.012283835953199596,0.9577324154354717,0.09649225045522969,0.08084167601768855,0.12167309696955267,0.14790992973431383,0.10643519164109619,0.056136239879362615,0.23929129476958055,0.20573163373482112,0.22181501131414372,0.14884562847656116,0.1870246932530557,0.23265774542954054,0.060005332738688605,0.7101161868154298,0.1388526459383896,0.11886793212315228,0.24616221473502342
chi2,0.4663273836072361,0.420980290619427,0.10554988650531483,0.11075529594470374,0.0873800213657771,0.1332079534057807,0.16022775302028178,0.11822451794254088,0.06580616458651989,0.18068926301002264,0.2058679525862961,0.2476440564682481,0.15763905744647397,0.979981257747987,0.9925979106414259,0.06562632111354103,0.6305038954850194,0.42502537555621545,0.11226703979648628,0.2224176364674315
cosine,0.16745634686208044,0.054430978303907085,0.16598270201571474,0.1720879700159084,1.0,0.19718831061291478,1.0,1.0,0.11345217104892624,0.20122234678892603,0.24280480786166475,0.31155999174137505,0.20875730978120663,0.24402091195709796,0.2709023907796233,1.0,0.06381543886244734,1.0,1.0,0.41920543731669124
dgamma,0.028060975579081326,0.034742241762658777,0.02352871607817203,0.022262153313197044,0.019353615048413778,0.0281685354648733,0.07105274132511266,0.04836405618968065,0.030496214401194877,0.04964062340351494,0.05944197799427625,0.08832646048810683,0.06157533169829654,0.0745331649724803,0.07632951001858035,0.02776369774747356,0.027117314040171814,0.03978913722188637,0.058985563891625015,0.12498299940931865
dweibull,0.02368858942487362,0.03775236384459113,0.021639212922522577,0.022488869786690818,0.01933520857764015,0.024635584153259504,0.06230584994371141,0.04610208786649511,0.0279787124741378,0.038517847826293694,0.05040071359199133,0.07929206040566628,0.05571742608096819,0.07695986951151146,0.05619402902153614,0.028875003128066956,0.023292692880133303,0.03284974254969625,0.053084164220222496,0.10796932464067371
expon,0.39338390539301693,0.24666847078482904,0.39742742946143395,0.3789241925937815,0.37557052218211195,0.41692876296196146,0.43266549679449134,0.3978280905589472,0.3471404799778842,0.4014947397075638,0.4323279505895308,0.45034610034600686,0.4111437897495535,0.44149970621036294,0.4632228168973057,0.34155783511092275,0.294043235088692,0.402384253175897,0.4053139209537281,0.4471393152090535
