date,00300,00681,00915,00400,00930,80154,00600,00955,00010,00605,00410,00945,00440,00405,00095,00660,00950,71846,00940,00618,00665,70303,00925,00935
1994-08-17,5.2,0.8,45.0,7.9,1.5,10.0,0.25,8.8,20.6,0.2,,3.6,,3.6,275.0,0.031,0.2,0.013,2.5,0.05,0.01,0.22,5.8,0.8
1994-08-30,5.6,0.6,48.0,7.8,1.6,2.0,0.26,8.9,22.8,0.18,,3.5,,4.2,278.0,0.031,0.1,0.026,2.1,0.056,0.01,0.21,6.2,0.8
1994-10-19,8.9,1.2,48.0,7.9,1.5,23.0,0.25,7.8,19.2,0.18,,3.8,,3.6,292.0,0.031,0.1,0.026,2.2,0.05,0.01,0.21,6.2,0.8
1994-11-16,9.6,1.9,38.0,8.0,1.0,3.0,0.27,8.0,14.1,0.2,,4.9,,2.0,220.0,0.031,0.1,0.019,1.4,0.07,0.01,0.17,4.5,0.7
1994-12-07,10.8,1.0,46.0,8.3,1.1,7.0,0.26,6.7,12.6,0.2,,5.5,,1.2,262.0,0.031,0.1,0.019,1.6,0.06,0.01,0.2,5.7,0.7
1995-01-09,8.0,1.0,43.0,8.8,1.1,16.0,0.27,5.9,5.4,0.2,,5.1,,0.4,259.0,0.031,0.1,0.019,1.6,0.07,0.02,0.2,5.5,0.6
1995-02-14,12.8,0.7,45.0,8.2,1.2,6.0,0.27,6.2,4.0,0.2,,5.0,,1.9,265.0,0.031,0.1,0.019,1.5,0.07,0.01,0.2,5.5,0.6
1995-03-07,10.2,4.1,17.0,7.4,0.6,198.0,0.95,6.5,9.8,0.7,,4.3,,4.3,101.0,0.031,0.1,0.019,0.8,0.25,0.12,0.1,1.4,1.0
1995-03-20,8.7,0.7,46.0,8.0,1.1,2.0,0.26,7.1,15.1,0.18,,5.6,,2.4,260.0,0.031,0.1,0.026,1.4,0.06,0.01,0.2,5.2,0.8
1995-04-10,8.8,1.3,50.0,8.4,1.3,37.0,0.27,7.1,18.6,0.2,,4.3,,1.2,282.0,0.031,0.1,0.019,2.1,0.06,0.02,0.22,5.7,0.8
1995-05-08,7.2,3.6,28.0,7.8,0.8,18.0,0.25,7.6,13.7,0.18,,3.9,,2.6,159.0,0.031,0.1,0.026,2.0,0.05,0.05,0.13,2.4,0.7
1995-06-05,8.1,1.2,50.0,8.3,1.3,73.0,0.25,8.1,21.9,0.18,,4.2,,1.3,285.0,0.031,0.1,0.026,1.6,0.05,0.01,0.22,5.3,0.7
1995-07-10,8.2,0.9,49.0,8.2,1.3,38.0,0.25,8.9,23.1,0.2,,4.0,,1.7,278.0,0.031,0.1,0.019,1.5,0.05,0.01,0.21,5.7,0.7
1995-08-21,12.3,0.8,42.0,8.3,1.4,24.0,0.25,9.4,27.0,0.2,,2.6,,1.4,253.0,0.031,0.1,0.019,1.8,0.05,0.01,0.2,5.9,0.9
1995-10-11,9.6,0.8,46.0,8.3,1.3,21.0,0.25,7.0,15.8,0.2,,4.4,,1.3,288.0,0.031,0.1,0.019,3.0,0.05,0.01,0.2,6.4,0.8
1995-11-01,9.3,1.0,45.0,7.9,1.3,25.0,0.26,6.4,14.3,0.2,,2.8,,3.3,273.0,0.031,0.1,0.019,1.9,0.06,0.01,0.21,5.8,0.9
1996-01-25,12.0,1.4,37.0,7.7,0.9,12.0,0.25,6.4,6.6,0.2,,4.4,,4.5,213.0,0.031,0.1,0.019,1.2,0.05,0.01,0.16,4.8,0.5
1996-01-31,11.21,,,8.739999999999998,,,,,2.6400000000000006,,,,,,241.8,,,,,,,,,
1996-02-22,11.3,0.8,46.0,8.1,1.2,26.0,0.25,5.5,10.5,0.2,,4.3,,2.0,267.0,0.031,0.1,0.019,1.7,0.05,0.01,0.21,5.7,0.6
1996-04-11,11.3,0.9,40.0,8.4,1.1,20.0,0.25,6.1,13.3,0.2,,5.8,,0.7,246.0,0.031,0.1,0.019,1.4,0.05,0.01,0.18,5.0,0.6
1996-05-08,9.8,1.0,43.0,8.1,1.0,44.0,0.27,7.6,16.3,0.18,,5.4,,1.8,253.0,0.031,0.1,0.026,1.2,0.07,0.01,0.19,5.0,0.6
